Name,City,Region,Property Type,Size(sqft),Bedrooms,Bathrooms,Price,Size_Category
"1300 Sq Ft Apartment With 3 Bedrooms Is Ready For Rent In Turag, Bawnia",Turag,Dhaka,Apartment,1300,3,3,18000,1001-1500
"1600 Sq Ft Flat To Rent In The Great Placement Of Bashundhara R-a, Block E",Bashundhara R-A,Dhaka,Apartment,1600,3,3,28000,1501-2000
"Dwell In This 800 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block F",Aftab Nagar,Dhaka,Apartment,800,2,2,16000,501-1000
"800 Sq Ft Cozy Apartment Is Ready For Rent In Aftab Nagar, Block F",Aftab Nagar,Dhaka,Apartment,800,2,2,16000,501-1000
"New With A View – 1715 Sq Ft Flat For Rent In Block B, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1715,3,4,35000,1501-2000
"Find Your Desired Home At This 1600 Sq Ft Well Featured Flat For Rent At Sector 12, Uttara",Uttara,Dhaka,Apartment,1600,4,4,28000,1501-2000
"Check This Fine Looking Flat Of 1500 Sq Ft Offered For Rent In Sector 12, Uttara",Uttara,Dhaka,Apartment,1500,3,4,30000,1001-1500
"Remarkable Flat Of 1500 Sq Ft Is Up For Rent In Sector 5, Uttara",Uttara,Dhaka,Apartment,1500,3,3,41000,1001-1500
Get Comfortable In A 1700 Sq Ft Nice Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1700,3,3,35000,1501-2000
Elegant Flat of 2200 SFT Is For Rent In Bashundhara Nearby North South University,Bashundhara R-A,Dhaka,Apartment,2200,3,4,38000,2001-2500
Bright and Cozy | For Rent | 3000 SQ FT Apartment | Bashundhara R-A,Bashundhara R-A,Dhaka,Apartment,3000,4,4,60000,2501-3000
1660 Sq Ft Flat With 3 Bedrooms Is For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1660,3,3,45000,1501-2000
View This 1390 Sq Ft Apartment Up For Rent In Priyanka Runway City,Turag,Dhaka,Apartment,1390,3,3,16000,1001-1500
"View This 1390 Sq Ft Apartment Ready For Rent In Turag, Bawnia, Priyanka Runway City",Turag,Dhaka,Apartment,1390,3,3,16000,1001-1500
"Checkout This 1390 Sq Ft Apartment Ready For Rent In Turag, Bawnia",Turag,Dhaka,Apartment,1390,3,3,16000,1001-1500
1000 Sq Ft Flat With Decent Rooms Is For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1000,2,2,25000,501-1000
1300 Sq Ft Wonderful Apartment Is Ready For Rent In Uttara-6,Uttara,Dhaka,Apartment,1300,3,3,35000,1001-1500
Get An Attractive Good Location Flat In Khilji Road,Mohammadpur,Dhaka,Apartment,1500,3,3,35000,1001-1500
"We Bring You A Beautiful And Distinct Flat Of 1500 Sq Ft For Rent In Sector 12, Uttara",Uttara,Dhaka,Apartment,1500,3,3,40000,1001-1500
We Have A Ready Flat For Rent In Chawk Bazar Nearby South Asian College,16 No. Chawk Bazaar Ward,Chattogram,Apartment,1760,3,3,32000,1501-2000
A 3000 Sq Ft Residential Apartment Is Unoccupied For Rent By Owner Convenient In Gulshan 2.,Gulshan,Dhaka,Apartment,3000,3,3,165000,2501-3000
2200 Sq Ft Modern Flat Is For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2200,3,3,85000,2001-2500
1775 Sq Ft Nice Flat Is Up For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1775,3,3,40000,1501-2000
A Secured 2200 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2200,4,4,60000,2001-2500
Grab This Spacious 1920 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1920,3,3,70000,1501-2000
Grab This 1200 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1200,2,2,35000,1001-1500
Get This Spacious 4416 Square Feet Apartment For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,4416,4,4,200000,
1400 Square Feet Convenient Apartment For Rent In Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,1400,3,3,42000,1001-1500
"Impressive Full Furnished Apartment Of 1750 Sq Ft Is Up For Rent In Sector 4, Uttara",Uttara,Dhaka,Apartment,1750,3,4,80000,1501-2000
"Ideal Flat Is Available For Rent In Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1100,3,2,20000,1001-1500
"Prominent Location | Vacant, 1100 SQ FT Apartment | Ready To Move",Aftab Nagar,Dhaka,Apartment,1100,3,2,20000,1001-1500
"Lovely Apartment Of 1100 Sq Ft Is Up For Rent In Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1100,3,2,20000,1001-1500
Reside In This 1650 Sq Ft Well Fitted Flat Which Is Located At Uttara-4,Uttara,Dhaka,Apartment,1650,3,4,22500,1501-2000
"Garb This Great 2500 Sq Ft Flat For Rent In Bashundhara R-a, Block D",Bashundhara R-A,Dhaka,Apartment,2500,4,4,50000,2001-2500
"Well Built And Lovely Flat Of 950 Sq Ft Is Unoccupied For Rent At Sector 12, Uttara",Uttara,Dhaka,Apartment,950,2,2,15000,501-1000
Rent This 4200 Sq Ft Modern Flat In A Prime Location Of Gulshan 2,Gulshan,Dhaka,Apartment,4200,5,5,400000,
1250 Sq Ft Apartment With 3 Bedrooms Is Ready For Rent In Uttara-6,Uttara,Dhaka,Apartment,1250,3,3,30000,1001-1500
"Pick This 1400 Sq Ft Flat For Rent In Bashundhara R-a, Block D",Bashundhara R-A,Dhaka,Apartment,1400,2,2,28000,1001-1500
"View This 1400 Sq Ft Flat For Rent In Bashundhara R-a, Block D",Bashundhara R-A,Dhaka,Apartment,1400,2,2,28000,1001-1500
"Ready Apartment Of 1400 Sq Ft Is Now Available To Rent In Sector 10, Uttara",Uttara,Dhaka,Apartment,1400,3,4,27000,1001-1500
A Great Residence For Renting Purposes With A Space Of 800 Sq Ft Is Available In Bayazid,Bayazid,Chattogram,Apartment,800,2,2,10000,501-1000
This Residence With Satisfactory Price In Bashundhara R-a Is For Rent Will Ensure Your Higher Quality Of Living.,Bashundhara R-A,Dhaka,Apartment,1350,3,3,23000,1001-1500
Discover A Tranquil 2400 Sq Ft Residential Rental Property In Dhanmondi,Dhanmondi,Dhaka,Apartment,2400,3,3,60000,2001-2500
"Ready To Move In! Check This 2320 Sq. Ft Apartment For Rent In Sector 4, Uttara",Uttara,Dhaka,Apartment,2320,3,4,50000,2001-2500
3BR Apartment Is Ready For Rent In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,1800,3,3,35000,1501-2000
"A Well Defined Residential Flat Of 1438 Sq Ft Is Available For Rent In Bashundhara R/a Block C, Near Independent University, Bangladesh",Bashundhara R-A,Dhaka,Apartment,1438,3,4,40000,1001-1500
1050 Sq Ft Flat With Nice Rooms For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1050,2,2,23000,1001-1500
1650 Sq Ft Spacious Flat Is For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1650,3,4,45000,1501-2000
2428 Sq Ft Flat With Great Rooms For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2428,4,4,100000,2001-2500
Verify This 2428 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2428,4,4,100000,2001-2500
2428 Sq Ft Flat With 4 Bedrooms For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2428,4,4,100000,2001-2500
Checkout This 2428 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2428,4,4,100000,2001-2500
Dwell In This 2428 Sq Ft Flat Up For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2428,4,4,100000,2001-2500
Take A Look At This 2428 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2428,4,4,90000,2001-2500
Pursue This 1320 Square Feet Apartment For Rent In The Classy Placement Of Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,1320,3,3,38000,1001-1500
An Affordable Apartment Of 2650 Sq Ft Is Waiting For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2650,4,4,70000,2501-3000
Appealing Property In Dhanmondi – 2650 Sq Ft Flat For Rent,Dhanmondi,Dhaka,Apartment,2650,4,4,70000,2501-3000
"To Live A Secure Life You Can Take This 1500 Sq Ft Flat For Rent At Uttara, Sector 13",Uttara,Dhaka,Apartment,1500,3,4,25000,1001-1500
A Comfortable 1535 Sq Ft Flat Is Here For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1535,3,3,32000,1501-2000
"At Nikunja 2, Suitable Residence Is Vacant For Rent Which Is 750 Sq Ft",Nikunja,Dhaka,Apartment,750,2,2,19000,501-1000
2350 Sq Ft Convenient Apartment Is Here Ready For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,2350,3,4,100000,2001-2500
1500 Sq Ft Fabulous Apartment Is For Rent In Uttara-5,Uttara,Dhaka,Apartment,1500,3,3,35000,1001-1500
3400 Square Feet Standard Apartment For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,3400,4,4,140000,3001-3500
Grab This 2300 Sq Ft Flat Ready For Rent In The Great Locality Of Dhanmondi,Dhanmondi,Dhaka,Apartment,2300,3,3,80000,2001-2500
1950 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1950,4,4,35000,1501-2000
"Pursue This 1250 Sq Ft Apartment For Rent In Bashundhara R-a, Block D",Bashundhara R-A,Dhaka,Apartment,1250,3,3,25000,1001-1500
Wonderful Flat Of 4630 Sq Ft Is Available For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,4630,4,5,160000,
1320 Square Feet Apartment For Rent In The Nice Location Of Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,1320,3,3,42000,1001-1500
Explore This 2464 Sq Ft Residential Flat For Rent In The Heart Of Dhanmondi,Dhanmondi,Dhaka,Apartment,2464,4,3,74000,2001-2500
Find A Stunning 3-bedroom Ready Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2074,3,3,64000,2001-2500
"A Rightly Planned 2000 Sq Ft Flat Is Found For Rent In Block B, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,2000,3,3,45000,1501-2000
"Verify This 1450 Sq Ft Flat Up For Rent In Tejgaon, Rajabazar",Tejgaon,Dhaka,Apartment,1450,3,3,30000,1001-1500
This 2550 Sq Ft Spacious Apartment Is For Rent At North Khulshi,Khulshi,Chattogram,Apartment,2550,3,4,160000,2501-3000
We Are Offering You A 2300 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2300,3,3,80000,2001-2500
Offering You A 1250 Sq Ft Nice Flat For Rent In Baridhara DOHS,Baridhara DOHS,Dhaka,Apartment,1250,3,2,40000,1001-1500
"Grab This 1250 Sq Ft Beautiful Flat Is Vacant For Rent In Sector 4, Uttara",Uttara,Dhaka,Apartment,1250,3,2,25000,1001-1500
Get This Well Defined 720 Sq Ft Flat For Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,720,2,2,16000,501-1000
"We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 2800 Sq Ft Space In Block B, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,2800,4,4,75000,2501-3000
"Plan To Move In This 1970 Sq Ft Flat Which Is For Rent In Block B, Bashundhara R-A",Bashundhara R-A,Dhaka,Apartment,1970,3,4,38000,1501-2000
"Reside Conveniently In This Well Constructed 1970 Sq Ft Flat For Rent In Block B, Bashundhara R-A",Bashundhara R-A,Dhaka,Apartment,1970,3,4,35000,1501-2000
"A Beautiful Ready Flat With 3 Bedrooms Is Available For Rent At Block B, Bashundhara R-A",Bashundhara R-A,Dhaka,Apartment,1970,3,4,35000,1501-2000
Impressively Done 720 Sq Ft Rental Residential Flat Is In The Center Of Middle Badda,Badda,Dhaka,Apartment,720,2,2,18000,501-1000
Pursue This 1100 Sq Ft Apartment For Rent In South Banasree Project,Banasree,Dhaka,Apartment,1100,3,2,18000,1001-1500
1860 Sq Ft Flat With All Facilities Is For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1860,3,3,60000,1501-2000
"Dwell In This 950 Sq Ft Flat For Rent In Khilgaon, Block C",Khilgaon,Dhaka,Apartment,950,3,2,25000,501-1000
"Grab This 950 Sq Ft Ready Flat For Rent In Khilgaon, Block C",Khilgaon,Dhaka,Apartment,950,3,2,25000,501-1000
"View This 950 Sq Ft Flat For Rent In Khilgaon, Block C",Khilgaon,Dhaka,Apartment,950,3,2,25000,501-1000
Pursue This 1300 Square Feet Flat For Rent In Shantinagar Road,Shantinagar,Dhaka,Apartment,1300,3,3,27000,1001-1500
Grab This 2200 Square Feet Nice Apartment For Rent In Banani,Banani,Dhaka,Apartment,2200,4,4,85000,2001-2500
Grab This 1300 Square Feet Apartment For Rent In Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,1300,3,3,30000,1001-1500
This 720 Sq Ft Well Defined Flat Is Now Vacant To Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,720,2,2,15000,501-1000
Lovely Apartment Of 1320 Sq Ft Is Up For Rent In Baridhara DOHS,Baridhara DOHS,Dhaka,Apartment,1320,3,3,50000,1001-1500
Make Your Move To This Charming 1300 Sq Ft Flat For Rent In Baridhara DOHS,Baridhara DOHS,Dhaka,Apartment,1300,3,3,35000,1001-1500
"Make Your Move To This Charming 1250 Sq Ft Flat For Rent In Sector 4, Uttara",Uttara,Dhaka,Apartment,1250,3,3,30000,1001-1500
1400 Sq Ft Ideal Flat Is Available For Rent In Bashundhara R-A,Bashundhara R-A,Dhaka,Apartment,1400,3,3,30000,1001-1500
An Affordable Apartment Of 1405 Sq Ft Is Waiting For Rent In Rajabazar,Tejgaon,Dhaka,Apartment,1405,3,3,35000,1001-1500
Bright and Cozy | For Rent | 1400 SQ FT Apartment,Uttara,Dhaka,Apartment,1400,3,3,35000,1001-1500
A Well Spacious Duplex Flat Of 4500 Sq Ft Is Offered For Rent Located At Dhanmondi,Dhanmondi,Dhaka,Residence,4500,4,4,150000,
Be The Resident Of This Beautiful Flat Of 1850 Sq Ft Which Is Vacant Now For Rent At Dhanmondi,Dhanmondi,Dhaka,Apartment,1850,3,3,60000,1501-2000
Verify This 1250 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1250,3,3,28000,1001-1500
1500 Square Feet Beautiful Apartment For Rent In Banani,Banani,Dhaka,Apartment,1500,3,3,50000,1001-1500
Remarkable Semi Furnished Flat Of 5000 Sq Ft Is Up For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,5000,4,4,420000,
Vacant | Spacious 4 Bed Room | Best Layout | Prime Area,Gulshan,Dhaka,Apartment,5000,4,4,420000,
Spacious Layout | Well Maintained | Ready To Move In,Bashundhara R-A,Dhaka,Apartment,3100,4,5,60000,3001-3500
"A Decent 750 Sq Ft Apartment Is Available For Rent In Uttar Badda, Hazi Para Masjid Road",Badda,Dhaka,Apartment,750,2,2,15000,501-1000
"An Affordable Apartment Of 1500 Sq Ft Is Waiting For Rent In Block E, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1500,3,3,30000,1001-1500
"Including 2 Bedroom, Apartment Is Ready For Rent At Uttara-13",Uttara,Dhaka,Apartment,950,2,2,16000,501-1000
"Take A Look At This 1475 Sq Ft Apartment For Rent In Bashundhara R-a, Block D",Bashundhara R-A,Dhaka,Apartment,1475,3,4,30000,1001-1500
Spacious Layout | Well Maintained | Ready To Move In,Gulshan,Dhaka,Apartment,4200,3,4,250000,
Luxurious 3 Bed Room | Amazing View | Vacant Now,Gulshan,Dhaka,Apartment,4200,3,4,250000,
"Reside In This 1400 Sq Ft Well Fitted Flat Which Is Located At Sector 3, Uttara",Uttara,Dhaka,Apartment,1400,3,3,25000,1001-1500
1700 Sq Ft Modern Flat For Rent In Nikunja 1,Nikunja,Dhaka,Apartment,1700,3,3,90000,1501-2000
See This Vacant Flat Of 2 Bedroom Is Up For Rent In Nikunja 2,Nikunja,Dhaka,Apartment,700,2,2,17500,501-1000
An Impressive And Reasonable Rental Residential Apartment Is In The Center Of Bashundhara R/a Having 3 Bedroom Near To Eye Hospital,Bashundhara R-A,Dhaka,Apartment,2010,3,3,40000,2001-2500
"720 Sq Ft Flat For Rent In Bot Tola, Khilkhet",Khilkhet,Dhaka,Apartment,720,2,2,16000,501-1000
Verify This 2600 Square Feet Apartment For Rent In Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,2600,4,5,90000,2501-3000
Dwell In This 1500 Square Feet Apartment For Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,1500,3,3,35000,1001-1500
"Deal With This 1500 Square Feet Apartment For Rent In Mohammadpur, Khilji Road",Mohammadpur,Dhaka,Apartment,1500,3,3,35000,1001-1500
Pick This 2550 Square Feet Residential Flat For Rent In Uttara-7,Uttara,Dhaka,Apartment,2550,4,4,70000,2501-3000
"1500 Sq Ft Convenient Apartment For Rent In Block E, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1500,3,3,30000,1001-1500
For Rental purpose 3350 SQ FT apartment is now up to Rent in Banani,Banani,Dhaka,Apartment,3350,3,5,150000,3001-3500
Well-constructed 1000 Sq Ft Flat Is Ready For Rent At Baridhara Very Close To Al Humaira Health Center,Baridhara,Dhaka,Apartment,1000,3,2,30000,501-1000
2200 Square Feet Apartment For Rent In The Wonderful Placement Of Gulshan 2,Gulshan,Dhaka,Apartment,2200,3,4,150000,2001-2500
Take This Flat Of 1800 Sq Ft For Rent To Reside Comfortably In Uttara-4.,Uttara,Dhaka,Apartment,1800,3,4,23000,1501-2000
1500 Sq Ft Apartment With 3 Bedrooms Is Ready For Rent In Uttara-7,Uttara,Dhaka,Apartment,1500,3,3,27000,1001-1500
1250 Square Feet Apartment For Rent In Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,1250,3,3,40000,1001-1500
Grab This 1650 Sq Ft Residential For Rent In Uttara Sector 7.,Uttara,Dhaka,Apartment,1650,3,3,33000,1501-2000
1650 Sq Ft Apartment Is Ready For Rent At Uttara Area Close To Uttara Adhunik Medical College,Uttara,Dhaka,Apartment,1650,3,4,29000,1501-2000
Dwell In This 1200 Square Feet Apartment For Rent In New Eskaton Road,Eskaton,Dhaka,Apartment,1200,3,3,24000,1001-1500
"At Uttara, 1450 Square Feet Flat Is Available To Rent Close To Uttara Thana",Uttara,Dhaka,Apartment,1450,3,3,28000,1001-1500
"Start A New Home, In This 1950 Sq Ft Flat For Rent In Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1950,4,3,50000,1501-2000
For You 1300 Sq Ft Flat Is Now For Rent In Bashundhara R/a Near To Al-arafah Islami Bank Limited,Bashundhara R-A,Dhaka,Apartment,1300,3,3,26500,1001-1500
Get This Well Defined 1800 Sq Ft Flat For Rent In Uttara,Uttara,Dhaka,Apartment,1800,3,3,40000,1501-2000
"A Comfy 500 Sq Ft Dwelling For A Small Family Is Here For Rent In Naya Nagar, Khilkhet",Khilkhet,Dhaka,Apartment,500,2,1,10500,0-500
1200 Sq Ft Convenient Apartment Is Here Ready For Rent In Malibagh,Malibagh,Dhaka,Apartment,1200,3,2,22000,1001-1500
Ready To Move In! Check This 2300 Sq Ft Apartment For Rent In Uttara,Uttara,Dhaka,Apartment,2300,3,3,40000,2001-2500
A Nicely Build 3443 Sq Ft Four-bed Apartment Is Available For Rent In Baridhara,Baridhara,Dhaka,Apartment,3443,3,3,110000,3001-3500
Prominent Location | Vacant Apartment | Ready to move,Uttara,Dhaka,Apartment,1950,4,4,80000,1501-2000
Prime Location | West Facing Apartment | Spacious 4 Bed Room,Uttara,Dhaka,Apartment,1950,4,4,80000,1501-2000
"600 Sq Ft Cozy Apartment Is For Rent In Dakshin Khan, Chalabon",Dakshin Khan,Dhaka,Apartment,600,2,2,10000,501-1000
Pursue This 1500 Square Feet Residential Flat For Rent In Utttara 9,Uttara,Dhaka,Apartment,1500,3,3,30000,1001-1500
Check This 1300 Sq. ft Flat For Rent Which Is In 11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,Apartment,1300,3,3,15500,1001-1500
To Live A Secure Life You Can Take This 1250 Sq Ft Flat For Rent At Dhanmondi,Dhanmondi,Dhaka,Apartment,1250,3,3,30000,1001-1500
Unfurnished | Cozy Apartment | Best Layout,Uttara,Dhaka,Apartment,1700,3,4,35000,1501-2000
Discover A Tranquil 1700 Sq Ft Residential Rental Property In Uttara,Uttara,Dhaka,Apartment,1700,3,4,35000,1501-2000
"Explore This 1700 Sq Ft Residential Flat For Rent In The Heart Of Sector 11, Uttara",Uttara,Dhaka,Apartment,1700,3,4,35000,1501-2000
You can move into this well planned and comfortable 1200 SQ FT Residential flat in 33 No. Firingee Bazaar Ward for rent,33 No. Firingee Bazaar Ward,Chattogram,Apartment,1200,3,3,28000,1001-1500
"An Affordable Apartment Of 1500 Sq Ft Is Waiting For Rent In Sector 14, Uttara",Uttara,Dhaka,Apartment,1500,3,3,35000,1001-1500
"Visit This 1700 Sq Ft Residence Is Vacant For Rent In Sector 5, Uttara",Uttara,Dhaka,Apartment,1700,3,3,45000,1501-2000
View This 1450 Square Feet Residential Flat For Rent In Uttara-7,Uttara,Dhaka,Apartment,1450,3,4,30000,1001-1500
"All Set For Rental Purpose This 900 Sq Ft Flat In The Location Of Faydabad, Dakshin Khan",Dakshin Khan,Dhaka,Apartment,900,2,2,15000,501-1000
"Beautiful Flat Of 900 Sq Ft Is Vacant Right Now For Rental Purpose In Faydabad, Dakshin Khan",Dakshin Khan,Dhaka,Apartment,900,2,2,15000,501-1000
"A Ready, Well Decorated 1400 Sq Ft Flat Is Up For Renting Purpose In Faydabad, Dakshin Khan",Dakshin Khan,Dhaka,Apartment,1400,3,3,20000,1001-1500
"Tastefully Designed this 1000 SQ FT apartment is now vacant for rent in Firingee Bazaar, Bangshal Road",33 No. Firingee Bazaar Ward,Chattogram,Apartment,1000,2,2,16000,501-1000
Live In Excellence – 2700 Sq Ft Flat For Rent In Khulshi Hill R/A,Khulshi,Chattogram,Apartment,2700,3,4,70000,2501-3000
A Very Well-fitted Apartment Is Here Sited At Shegunbagicha Featuring 1530 Sq Ft Space For Rent,Shegunbagicha,Dhaka,Apartment,1530,3,3,45000,1501-2000
"1500 Square Feet Flat For Rent Is Positioned In A Desirable Place Like Block E, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1500,3,3,27000,1001-1500
"Well Organized Flat Of 1500 Sq Ft Is Now Vacant For Rent In Block E, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1500,3,3,27000,1001-1500
"A Rightly Planned 1900 Sq Ft Flat Is Found For Rent In Sector 11, Uttara",Uttara,Dhaka,Apartment,1900,3,4,30000,1501-2000
1350 Square Feet Residential Flat For Rent In Uttara-3,Uttara,Dhaka,Apartment,1350,3,3,25000,1001-1500
"Make This 1350 Sq Feet Nice Flat Yours, By Renting It In East Rampura",Rampura,Dhaka,Apartment,1350,3,3,22000,1001-1500
"Grab A 1200 Sq Ft Flat For Rent At Block I, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1200,3,2,32000,1001-1500
A Rightly Planned Apartment Is Now Vacant For Rent In Mohammadpur Which Is 720 Sq Ft,Mohammadpur,Dhaka,Apartment,720,2,2,15000,501-1000
Very Well Designed 1400 Sq Ft Residential Flat Is Unoccupied For Rent At Eskaton,Eskaton,Dhaka,Apartment,1400,3,3,30000,1001-1500
"A Perfect Flat Of 1200 Sq Ft For Living With Family Is Available For Rent At Block I, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1200,3,2,30000,1001-1500
Grab This Modern 2500 Sq Ft Ready Flat For Rent In Uttara-7,Uttara,Dhaka,Apartment,2500,4,4,85000,2001-2500
"Reside In This 1400 Sq Ft Ready Flat For Rent In Khilgaon, Chowdhuripara",Khilgaon,Dhaka,Apartment,1400,3,3,30000,1001-1500
"This Beautiful Flat Of 1600 Sq Ft Is Greatly Affordable And Will Come Within Your Budget In Shantibag, Malibagh",Malibagh,Dhaka,Apartment,1600,3,3,26000,1501-2000
"A Nicely Constructed Apartment Of 2450 Sq Ft Is Available Right Now For Rent In Sector 4, Uttara",Uttara,Dhaka,Apartment,2450,3,3,50000,2001-2500
